iter	RMSE
156	611.583345
157	611.2781985
158	611.1522833
159	610.8420213
160	610.5169546
161	610.1170386
162	609.9263823
163	609.4420511
164	608.8831314
165	608.651369
166	608.5478538
167	608.358674
168	608.0517116
169	607.950339
170	607.4935214
171	607.3809067
172	607.1597698
173	606.9022135
174	606.797674
175	606.1246505
176	605.9391505
177	605.5933891
178	605.3647595
179	605.1818292
180	605.107594
181	604.8966277
182	604.605124
183	604.0995276
184	603.8005819
185	603.4756003
186	602.9800085
187	602.5810005
188	602.4379755
189	602.3383828
190	601.7840668
191	601.549863
192	601.2341827
193	601.0382402
194	600.8973781
195	600.6830599
196	600.5210888
197	600.4008494
198	599.7634203
199	599.5794784
200	599.3708478
201	599.1630696
202	599.0812049
203	598.8890367
204	598.7776924
205	598.35641
206	598.1999559
207	597.9153327
208	597.7798819
209	597.5942301
210	597.4482614
211	596.9563122
212	596.795208
213	596.644416
214	596.3038018
215	596.1224829
216	595.6809852
217	595.5626526
218	595.3384347
219	594.9832052
220	594.8307926
221	594.6536725
222	594.4849019
223	594.3217324
224	594.1658349
225	593.9193434
226	593.7702719
227	593.570632
228	593.3252923
229	593.1894379
230	592.9688006
231	592.8350551
232	592.7275169
233	592.6465064
234	592.5751509
235	592.4115257
236	592.2683878
237	592.1952513
238	592.0175613
239	591.7803066
240	591.645103
241	591.5516398
242	591.3633967
243	591.2546613
244	591.1566698
245	591.0327548
246	590.8580056
247	590.7401256
248	590.5444415
249	590.3491163
250	590.2370001
251	590.1270833
252	590.0464227
253	589.961673
254	589.8138172
255	589.6654198
256	589.5695521
257	589.4464721
258	589.2834992
259	589.1779305
260	589.1022102
261	588.9797763
262	588.8582851
263	588.5631559
264	588.4495854
265	588.3183712
266	588.2117408
267	588.0772054
268	588.0043064
269	587.7119416
270	587.6040794
271	587.5602514
272	587.531293
273	587.3822971
274	587.2742993
275	587.2497324
276	586.9457883
277	586.7630736
278	586.6434054
279	586.4413171
280	586.4159769
281	586.3872368
282	586.0403423
283	585.9035003
284	585.7788037
285	585.7568879
286	585.6661762
287	585.4961658
288	585.4044199
289	585.274438
290	585.2417332
291	585.1760719
292	584.9127487
293	584.8162393
294	584.7259091
295	584.6369298
296	584.6155661
297	584.5380376
298	584.4265622
299	584.4070822
300	584.1200409
301	583.9369243
302	583.8186524
303	583.4120384
304	583.3204781
305	583.2631317
306	583.1675122
307	582.9800719
308	582.8727746
309	582.7608132
310	582.6412718
311	582.568767
312	582.4669628
313	582.3787805
314	582.2771953
315	582.0866672
316	582.0227764
317	581.9524313
318	581.9329691
319	581.886131
320	581.8143498
321	581.7017468
322	581.5476677
323	581.4708572
324	581.3798675
325	581.3485122
326	581.2691084
327	581.1668406
328	581.1046675
329	580.9244702
330	580.6844823
331	580.6372683
332	580.5516052
333	580.4178984
334	580.3171512
335	580.2189922
336	580.1814156
337	579.9991475
338	579.922453
339	579.7865033
340	579.6611957
341	579.6436609
342	579.4919792
343	579.2634629
344	579.1533835
345	579.0641117
346	579.007522
347	578.8616548
348	578.7807772
349	578.6934148
350	578.6903731
351	578.659349
352	578.581337
353	578.5007627
354	578.408692
355	578.3275782
356	578.2623281
357	578.1197148
358	578.1032411
359	578.0861496
360	577.9786978
361	577.8785513
362	577.7968032
363	577.7473964
364	577.5500484
365	577.472107
366	577.4557783
367	577.37041
368	577.2939181
369	577.1652302
370	577.0905451
371	577.0362886
372	576.9507954
373	576.897548
374	576.7764615
375	576.7107437
376	576.6398612
377	576.6264643
378	576.5718187
379	576.5574321
380	576.5026657
381	576.408372
382	576.257395
383	576.1741927
384	576.0698556
385	576.0141314
386	575.9542083
387	575.9337104
388	575.9172542
389	575.8596337
390	575.7824319
391	575.7690707
392	575.733129
393	575.6173333
394	575.5407148
395	575.475579
396	575.4607797
397	575.3449705
398	575.3018123
399	575.1879906
400	575.0794265
401	575.0374234
402	574.9678112
403	574.8936023
404	574.7561146
405	574.7099621
406	574.6238604
407	574.5050373
408	574.4085956
409	574.3404451
410	574.2915524
411	574.2061894
412	574.1455835
413	574.1007391
414	573.9864631
415	573.9104495
416	573.849587
417	573.8083785
418	573.7286044
419	573.6591743
420	573.6182582
421	573.5334114
422	573.4296774
423	573.3886797
424	573.3233948
425	573.2955038
426	573.2592711
427	573.0520487
428	572.9650735
429	572.8230289
430	572.6970038
431	572.5816113
432	572.4473822
433	572.3541019
434	572.2761222
435	572.2149211
436	572.0782487
437	572.0064115
438	571.905143
439	571.8018659
440	571.7050053
441	571.6634442
442	571.6146665
443	571.5162685
444	571.417567
445	571.3288707
446	571.2737935
447	571.2101218
448	571.0677824
449	570.9819691
450	570.8933941
451	570.8719303
452	570.7798479
453	570.6951628
454	570.6097234
455	570.5189244
456	570.4556641
457	570.3739268
458	570.3521851
459	570.2811974
460	570.1813727
461	570.0949725
462	570.0339473
463	569.9693816
464	569.8616225
465	569.8090318
466	569.7446167
467	569.3630566
468	569.2727259
469	569.2390733
470	569.2273701
471	569.2094299
472	569.1622431
473	569.1060178
474	569.0705974
475	569.005833
476	568.9901254
477	568.8499505
478	568.7934366
479	568.649316
480	568.5797521
481	568.5247834
482	568.4689893
483	568.4164951
484	568.3837699
485	568.336603
486	568.2305809
487	568.1334833
488	568.078685
489	568.0519877
490	568.013954
491	567.9645439
492	567.8842985
493	567.7263192
494	567.6852243
495	567.5922985
496	567.5522684
497	567.4975652
498	567.3404729
499	567.244668
500	567.1941179
501	567.1258783
502	567.0862127
503	566.9509305
504	566.8567037
505	566.8324444
506	566.7971212
507	566.6865498
508	566.62127
509	566.4903579
510	566.3698035
511	566.3200258
512	566.2760077
513	566.2388142
514	566.2187599
515	566.1618413
516	566.1103575
517	566.0462346
518	565.9704987
519	565.930419
520	565.88746
521	565.8325248
522	565.7715896
523	565.6861405
524	565.6494336
525	565.4540641
526	565.3663147
527	565.3024953
528	565.2728898
529	565.179055
530	565.1372542
531	565.0904734
532	565.0318324
533	564.9837659
534	564.9551459
535	564.8786809
536	564.851337
537	564.7778576
538	564.6722697
539	564.6148596
540	564.5296985
541	564.503418
542	564.4438954
543	564.355738
544	564.2937147
545	564.2447661
546	564.1796291
547	564.1429827
548	564.1007759
549	564.0498707
550	563.956024
551	563.9278227
552	563.9028462
553	563.8572865
554	563.8479718
555	563.7758872
556	563.6874087
557	563.642548
558	563.5695845
559	563.5670749
560	563.520089
561	563.4311589
562	563.362461
563	563.2961107
564	563.2694677
565	563.2136118
566	563.1752869
567	563.0643241
568	563.0047445
569	562.9597126
570	562.8619653
571	562.7997064
572	562.6557603
573	562.6042149
574	562.5695066
575	562.5077398
576	562.4446957
577	562.4051585
578	562.3356632
579	562.200849
580	562.0395968
581	561.9667371
582	561.9136462
583	561.8446455
584	561.8038005
585	561.7047667
586	561.6573832
587	561.6263694
588	561.5974532
589	561.5422392
590	561.4382637
591	561.3530418
592	561.3152657
593	561.2342355
594	561.1948322
595	561.1547162
596	561.1223598
597	561.0727712
598	560.9609615
599	560.9101251
600	560.8309862
601	560.7638752
602	560.7058411
603	560.6704935
604	560.6373671
605	560.6031363
606	560.5618359
607	560.5169169
608	560.4657232
609	560.4385732
610	560.3892537
611	560.3385224
612	560.2836154
613	560.2416088
614	560.2057458
615	560.1513808
616	560.1119114
617	559.9989514
618	559.8803497
619	559.7913023
620	559.7481599
621	559.6438233
622	559.6035116
623	559.5034715
624	559.4779943
625	559.4453135
626	559.2830486
627	559.1884273
628	559.075077
629	559.006324
630	558.876129
631	558.8419609
632	558.763097
633	558.7415122
634	558.6897455
635	558.6580272
636	558.5812334
637	558.5220616
638	558.4371049
639	558.3425557
640	558.284695
641	558.2503325
642	558.2170653
643	558.1746126
644	558.1602412
645	558.1433805
646	558.0971067
647	558.0517967
648	557.9840683
649	557.9769459
650	557.9186786
651	557.8778961
652	557.7872725
653	557.7467903
654	557.7118685
655	557.6986603
656	557.6322357
657	557.5921297
658	557.575195
659	557.5674918
660	557.5266018
661	557.499429
662	557.4780536
663	557.411716
664	557.3786334
665	557.3285313
666	557.2844791
667	557.2016228
668	557.1355131
669	557.084925
670	557.05238
671	557.0190557
672	556.9583799
673	556.9248481
674	556.8875142
675	556.8437463
676	556.8276778
677	556.7168222
678	556.6676706
679	556.6113556
680	556.5757529
681	556.5613986
682	556.5308636
683	556.5070807
684	556.4367018
685	556.4256272
686	556.3856514
687	556.3511182
688	556.328597
689	556.2960859
690	556.2688024
691	556.1837575
692	556.0754528
693	556.0058555
694	555.9715446
695	555.8687749
696	555.8257067
697	555.7274519
698	555.6546264
699	555.6439574
700	555.5964501
701	555.5542489
702	555.4711786
703	555.4338452
704	555.3732295
705	555.3554074
706	555.31555
707	555.2615075
708	555.1807842
709	555.1420353
710	555.1040338
711	555.0516667
712	554.9967969
713	554.9439007
714	554.894276
715	554.8475281
716	554.8060729
717	554.741471
718	554.6859181
719	554.6526268
720	554.6130404
721	554.5566959
722	554.4862323
723	554.4418067
724	554.3990552
725	554.3179245
726	554.2146884
727	554.170218
728	554.1550331
729	554.1127481
730	554.0253736
731	553.9475988
732	553.914216
733	553.8672626
734	553.6963495
735	553.6883839
736	553.413097
737	553.4018669
738	553.3936016
739	553.37437
740	553.3087074
741	553.261164
742	553.2078235
743	553.1326783
744	553.096716
745	553.0753184
746	553.0629242
747	553.0039375
748	552.9860988
749	552.9525571
750	552.9374675
751	552.9147671
752	552.9051951
753	552.8222475
754	552.7378842
755	552.7111572
756	552.6678706
757	552.6169772
758	552.5584151
759	552.5017729
760	552.4560205
761	552.377091
762	552.3366925
763	552.3178466
764	552.3061026
765	552.2680287
766	552.2153131
767	552.1985342
768	552.1856571
769	552.1655959
770	552.1393621
771	552.1121455
772	552.0910579
773	552.0708861
774	552.01225
775	551.9263408
776	551.8979308
777	551.8371104
778	551.8181008
779	551.7840469
780	551.7542109
781	551.7318671
782	551.6799302
783	551.6241316
784	551.621331
785	551.5698604
786	551.5169602
787	551.5006133
788	551.4421401
789	551.4125689
790	551.3882982
791	551.32461
792	551.2959738
793	551.2687084
794	551.2437246
795	551.2260086
796	551.20447
797	551.100034
798	551.086491
799	551.0650556
800	550.9860031
801	550.9230923
802	550.9198353
803	550.9009828
804	550.8802424
805	550.8234233
806	550.7300396
807	550.6992138
808	550.6422973
809	550.5900612
810	550.5378773
811	550.5182763
812	550.5006476
813	550.4528994
814	550.4017057
815	550.3449408
816	550.338569
817	550.2913637
818	550.2581522
819	550.1947098
820	550.172853
821	550.1493036
822	550.1150187
823	550.1034879
824	550.0622583
825	550.0461942
826	549.9794524
827	549.9245523
828	549.8621401
829	549.8027245
830	549.7663772
831	549.6961605
832	549.6098889
833	549.5253043
834	549.4941978
835	549.4394916
836	549.4339231
837	549.3793317
838	549.3047519
839	549.2630915
840	549.2096934
841	549.1533558
842	549.1134722
843	549.0502475
844	549.043654
845	549.0070474
846	548.9260174
847	548.8987066
848	548.8250049
849	548.7783733
850	548.651533
851	548.5700197
852	548.5537686
853	548.5375075
854	548.516465
855	548.4943951
856	548.4322559
857	548.4191753
858	548.3625227
859	548.3380217
860	548.2981943
861	548.1626521
862	548.116986
863	547.9755938
864	547.918747
865	547.8757313
866	547.8558706
867	547.8022607
868	547.7963076
869	547.7685415
870	547.7639307
871	547.742891
872	547.6840929
873	547.614894
874	547.5669113
875	547.5348866
876	547.4979919
877	547.4443941
878	547.3434174
879	547.3267665
880	547.3103122
881	547.2354931
882	547.1644781
883	547.1205876
884	547.0889535
885	547.0210701
886	546.9741905
887	546.9431028
888	546.8840248
889	546.8551248
890	546.7941852
891	546.7626925
892	546.7232233
893	546.6708253
894	546.6472427
895	546.6055731
896	546.5714589
897	546.5582876
898	546.5288519
899	546.5154704
900	546.4908637
901	546.4789385
902	546.4565755
903	546.4274957
904	546.389613
905	546.347177
906	546.3294778
907	546.3100241
908	546.266413
909	546.2257406
910	546.2032822
911	546.1675495
912	546.1403628
913	546.0707726
914	546.0105027
915	545.9676934
916	545.9507854
917	545.9216489
918	545.9043903
919	545.8343678
920	545.8042113
921	545.7583858
922	545.7058117
923	545.6615046
924	545.6348445
925	545.5523567
926	545.4813254
927	545.4579442
928	545.4115498
929	545.3899252
930	545.334889
931	545.2715636
932	545.2356697
933	545.2104454
934	545.1525853
935	545.1062591
936	544.9857787
937	544.9313394
938	544.8882645
939	544.8679442
940	544.8095102
941	544.7945729
942	544.7642705
943	544.7586452
944	544.736223
945	544.7064782
946	544.7002947
947	544.6671156
948	544.6453613
949	544.6228487
950	544.6012607
951	544.5385596
952	544.4390917
953	544.4308549
954	544.4212242
955	544.3719562
956	544.3099475
957	544.2621984
958	544.1340142
959	544.0640992
960	544.0099896
961	543.980391
962	543.8497322
963	543.7671817
964	543.7401672
965	543.696585
966	543.6812953
967	543.6678448
968	543.6096281
969	543.5270986
970	543.4958584
971	543.4289807
972	543.4093818
973	543.4041505
974	543.3848382
975	543.3733661
976	543.3450745
977	543.3277939
978	543.2736667
979	543.2467891
980	543.1755199
981	543.1304394
982	543.0845825
983	543.034823
984	543.0091481
985	542.9690346
986	542.9147232
987	542.8584625
988	542.8201151
989	542.7428436
990	542.7051146
991	542.6844683
992	542.6658624
993	542.610337
994	542.6042044
995	542.5624629
996	542.5464097
997	542.4954819
998	542.4245549
999	542.4146929
